AQP4	GAD1	NEUROD2	NEUROD2_GAD1	PAX6	PAX6_AQP4	PAX6_GAD1	PAX6_NEUROD2	PAX6_NEUROD2_GAD1	PDGFRA	PDGFRA_GAD1	PDGFRA_NEUROD2	PTPRC	PTPRC_NEUROD2
CCDC180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC181	3	711	4654	461	1507	66	1	1915	2	188	100	208	99	2
CCDC182	0	0	0	1	0	0	0	0	1	0	0	0	7	0
CCDC183	0	10	128	5	0	0	1	81	0	0	0	0	0	0
CCDC183-AS1	0	0	98	1	22	0	0	1	0	0	0	0	3	0
CCDC184	231	2030	7978	2692	608	714	113	1816	95	729	125	505	156	221
CCDC185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC186	227	1791	13290	1819	2609	513	197	3522	5	1063	29	242	539	257
CCDC22	1	371	1598	353	732	111	96	484	49	209	35	44	33	68
CCDC23	192	3735	41121	3860	5814	778	574	9579	513	1034	268	571	767	414
CCDC24	62	247	1732	409	528	260	95	279	71	145	1	158	1	91
CCDC25	36	1303	10171	631	4186	494	92	4131	139	741	219	482	674	7
CCDC26	0	0	70	0	0	0	0	0	0	0	0	24	0	0
CCDC27	0	0	7	0	0	0	0	0	0	0	0	8	0	0
CCDC28A	28	538	2475	256	1198	106	69	1012	30	221	103	109	301	180
CCDC28B	340	3437	33530	3564	5594	1763	616	7857	147	2193	309	1260	336	670
CCDC3	2	368	2677	689	273	2	1	716	52	303	28	84	11	8
CCDC30	25	238	1638	384	270	128	2	271	44	111	2	81	5	97
CCDC33	0	1	5	1	0	0	0	11	0	0	0	30	0	0
CCDC34	48	2004	15754	2764	9436	352	138	5394	234	1326	144	323	453	324
CCDC36	13	30	162	4	142	1	1	76	0	137	0	0	24	0
CCDC37	0	64	808	270	57	1	95	147	1	41	1	219	0	10
CCDC37-AS1	0	0	0	9	0	0	0	22	0	0	0	0	0	0
CCDC38	0	37	308	119	109	0	0	148	0	7	1	17	1	8
CCDC39	0	45	323	110	39	1	13	53	0	4	9	33	0	0
CCDC40	26	9	648	69	317	0	0	319	1	1	1	16	3	22
CCDC42	0	0	32	0	2	0	0	4	0	0	0	0	0	0
CCDC42B	36	0	71	17	30	0	0	1	0	0	0	0	0	0
CCDC43	183	820	9188	1551	1757	391	29	1993	19	531	106	223	51	6
CCDC47	208	808	6355	756	3096	672	77	1835	3	801	152	268	352	82
CCDC50	49	2461	27611	4083	5495	376	89	7464	745	1650	141	687	1173	1073
CCDC51	89	558	3072	577	914	38	96	977	110	40	50	91	91	43
CCDC53	529	1265	23211	3001	5482	596	95	7723	387	1135	38	530	572	245
CCDC54	0	0	2	0	87	0	0	0	0	4	0	0	0	0
CCDC57	350	792	5545	1716	1249	112	155	1222	173	299	64	622	310	267
CCDC58	101	337	2352	265	784	55	30	574	28	82	108	164	118	0
CCDC59	297	2239	16422	1738	5832	406	29	5379	267	539	169	297	542	312
CCDC6	34	409	5324	686	1485	147	3	1632	71	225	25	345	197	52
CCDC60	0	0	0	0	0	0	0	2	0	0	0	0	0	0
CCDC61	57	8	96	118	62	0	0	74	0	16	0	13	43	2
CCDC62	0	0	230	108	124	0	0	146	0	88	9	1	0	0
CCDC63	0	0	0	1	1	0	0	2	0	0	0	0	0	0
CCDC64	47	399	3989	1388	256	76	4	803	177	112	59	234	18	145
CCDC64B	0	73	1	0	0	0	0	28	0	0	0	0	0	0
CCDC65	42	170	1637	298	188	2	44	379	2	14	0	31	3	12
CCDC66	30	1226	9641	1045	3877	3	231	3505	177	532	218	442	79	113
CCDC67	0	17	21	3	2	0	0	3	0	1	0	22	0	0
CCDC68	0	0	15	0	0	0	0	0	0	0	0	0	0	0
CCDC69	1	9	106	18	48	2	1	32	1	1	2	3	63	18
CCDC7	0	430	3089	758	609	43	1	573	26	186	85	38	4	75
CCDC70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC71	2	0	18	92	54	0	0	1	0	1	0	1	0	0
CCDC71L	7	214	4687	1654	487	190	3	888	31	185	121	95	24	70
CCDC73	0	30	208	4	22	1	0	108	1	2	0	0	0	0
CCDC74A	4	168	1487	318	1439	223	138	1321	34	203	0	84	0	6
CCDC74B	0	44	353	108	335	82	0	537	0	7	0	0	0	33
CCDC77	70	376	2940	876	1991	102	51	881	106	374	15	227	33	1
CCDC78	30	47	333	66	29	29	104	91	0	1	0	0	0	28
CCDC79	0	0	13	62	0	1	0	62	0	0	0	0	0	0
CCDC8	1	66	94	21	543	102	20	325	1	5	1	28	0	0
CCDC80	398	209	335	52	1741	1122	294	244	0	560	237	154	0	2
CCDC81	13	70	273	79	176	1	0	130	2	25	2	0	0	0
CCDC82	426	3143	17222	3245	2843	450	228	5174	288	744	414	877	403	152
CCDC83	0	0	33	0	12	0	0	0	0	0	0	0	0	0
CCDC84	59	461	3890	785	891	76	0	1103	1	125	1	277	48	46
CCDC85A	7	121	1298	314	39	16	20	157	12	59	1	327	2	40
CCDC85B	532	583	6976	1835	1005	300	30	1216	47	563	117	341	232	85
CCDC85C	4	121	2385	538	422	50	0	1205	4	180	43	3	0	8
CCDC86	27	119	1150	87	248	27	0	257	41	50	22	3	21	82
CCDC87	0	0	40	1	45	0	0	10	0	0	0	0	0	1
CCDC88A	2851	14013	71466	20760	11228	2593	1350	19800	1710	5081	1043	5549	2386	2344
CCDC88B	0	22	704	116	35	2	0	44	0	0	0	4	496	104
CCDC88C	80	257	3878	570	1105	16	36	1529	54	154	92	1	2	9
CCDC89	0	1	2	3	20	0	0	0	0	51	0	0	4	5
CCDC9	0	123	147	15	193	101	16	13	12	2	1	0	0	0
CCDC90B	398	4419	35922	4082	7263	1018	435	8315	442	1936	465	1088	707	635
CCDC91	129	1253	11320	990	2527	559	36	3353	90	585	240	197	251	10
CCDC92	63	647	7254	871	1563	141	16	1550	6	191	26	387	69	54
CCDC93	189	1314	7764	1405	2153	288	37	2771	312	595	35	264	254	35
CCDC94	2	1160	9655	848	2383	375	55	1992	216	1083	226	109	312	65
CCDC96	0	0	288	9	10	0	0	82	0	0	0	11	0	0
CCDC97	60	697	3867	722	831	109	55	980	52	155	101	53	236	183
CCER1	0	0	3	0	0	0	0	0	0	0	0	0	3	0
CCER2	0	125	3729	471	17	3	0	442	1	291	53	16	72	4
CCHCR1	67	93	1037	227	895	119	48	831	23	196	8	23	20	2
CCHE1	25	805	4456	819	564	198	19	1213	92	449	22	218	130	65
CCIN	0	0	0	0	0	0	0	7	0	0	0	0	0	0
CCK	20	5704	2281	7788	647	215	4	274	3	104	191	73	158	7
CCKAR	0	0	67	0	0	0	0	0	0	0	0	0	0	0
CCKBR	0	127	3543	500	251	60	0	457	44	7	48	112	1	197
CCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	1	0	0	0	0	0	0	0	12	0
CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15-CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL16	0	1	11	6	2	3	0	4	0	0	0	1	1	0
CCL17	0	0	1	0	0	0	0	5	0	0	0	0	74	0
CCL18	0	0	29	0	0	0	0	2	10	1	0	0	0	0
CCL19	0	1	188	0	3	0	0	40	0	0	0	0	0	0
CCL2	30	157	2900	318	435	4	1	298	34	4	2	5	1351	665
CCL20	0	0	2	8	0	0	0	0	0	0	0	0	36	54
CCL21	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCL22	0	4	28	29	2	0	0	8	0	1	0	1	0	1
CCL23	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CCL24	0	0	1	0	0	0	0	1	0	0	0	0	0	0
CCL25	0	62	91	130	25	0	1	1	0	0	0	1	0	0
CCL26	0	1	94	0	0	0	0	0	0	0	0	0	0	0
CCL27	0	164	357	6	161	0	0	232	1	0	0	1	1	0
CCL28	8	25	275	66	54	2	2	103	8	14	0	14	4	5
CCL3	41	358	10760	1082	427	43	11	532	12	32	19	51	26395	9122
CCL3L1	0	2	11	16	0	0	0	0	0	1	0	0	24	0
CCL3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL4	160	80	3763	159	376	20	3	154	7	30	7	24	10680	2973
CCL4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L2	0	0	27	1	1	0	0	5	0	0	0	0	173	136
CCL5	839	5830	53983	13697	9466	920	586	16036	585	2148	760	2880	1506	1365
CCL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL8	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CCM2	414	553	4949	790	1402	223	54	1435	186	62	71	167	137	578
CCM2L	0	217	73	53	0	151	0	80	1	3	0	2	0	0
CCNA1	0	148	2070	241	1707	41	4	1046	11	245	45	142	18	195
CCNA2	10	151	1584	99	5381	183	124	2188	0	204	1	7	145	7
CCNB1	2	171	5939	310	20071	721	1531	5971	110	1394	1	72	191	118
CCNB1IP1	314	555	7294	693	2719	303	130	2330	29	608	305	342	148	136
CCNB2	2	128	5777	172	21374	491	751	6893	50	1857	98	85	555	13
CCNB3	0	0	59	0	2	0	0	12	0	0	0	0	28	0
CCNC	81	1325	9128	978	2894	435	130	2599	179	528	157	276	170	254
CCND1	92	710	2804	1016	3363	4	23	2006	3	2922	82	500	1506	772
CCND2	267	2186	43404	4352	22509	550	509	26554	622	3686	538	1357	511	421
CCND2-AS1	1	6	447	196	301	4	0	109	0	2	0	5	0	11
CCND3	196	354	5317	745	1009	195	38	1258	103	446	162	197	331	115
CCNDBP1	183	735	6241	612	2044	417	50	1242	115	486	24	141	317	129
CCNE1	1	53	167	25	68	0	0	271	0	3	63	15	2	1
CCNE2	0	170	378	115	694	1	6	421	0	218	29	71	6	33
CCNF	4	286	1988	828	1957	70	27	977	1	80	49	23	99	4
CCNG1	131	981	7602	918	2805	267	259	3114	67	190	84	69	267	181
CCNG2	155	1199	14390	2329	1876	388	85	4004	90	281	145	364	227	273
CCNH	208	1686	13659	1073	5561	789	277	4474	361	1568	199	299	328	128
CCNI	1928	14850	162568	30378	21211	1968	1699	41078	2751	5027	1924	5690	2821	3034
CCNI2	0	346	986	94	72	1	0	158	0	13	13	4	0	3
CCNJ	45	303	3307	492	694	40	2	852	135	286	7	57	8	3
CCNJL	3	55	359	6	100	0	0	354	0	141	0	14	2	0
CCNK	99	32	769	110	340	142	0	526	0	8	18	1	57	2
CCNL1	339	2523	17002	2112	8302	481	263	6173	467	1452	152	486	2102	907
CCNL2	492	3433	26357	4789	5025	918	410	7203	324	1158	387	1108	813	506
CCNO	0	0	0	1	2	0	0	1	0	0	0	0	0	0
CCNT1	273	515	4057	528	696	256	6	1451	142	106	1	200	186	80
CCNT2	80	1822	8406	1968	2280	18	111	2534	155	540	83	505	367	262
CCNT2-AS1	0	104	143	0	65	1	0	57	1	10	0	48	1	0
CCNY	112	960	7126	1201	1235	151	55	2202	228	468	132	191	37	53
CCNYL1	85	149	1297	195	321	3	0	421	30	72	52	141	20	2
CCNYL2	0	16	50	42	12	2	0	1	0	0	0	1	0	0
CCP110	308	1436	13895	2667	2691	338	109	4243	198	539	239	466	242	321
CCPG1	16	181	1847	178	418	78	103	721	0	115	3	89	42	32
CCR1	0	3	202	8	49	0	0	17	0	1	0	1	741	113
CCR10	0	258	1128	135	186	76	0	286	0	53	0	116	87	73
CCR2	0	0	112	0	0	0	0	1	0	0	0	0	0	0
CCR3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CCR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR6	1	14	202	97	60	2	2	67	0	28	3	19	3	2
CCR7	0	2	2	0	9	0	0	1	0	0	0	0	0	0
CCR8	0	0	0	0	18	0	0	0	0	0	0	0	0	0
CCR9	0	0	0	0	0	0	0	4	0	0	0	0	0	1
CCRL2	0	4	16	1	0	0	0	0	0	0	0	0	161	0
CCRN4L	0	23	1318	157	153	4	0	372	1	2	12	75	2	134
CCS	605	2582	14316	1131	4722	740	61	3763	247	1191	305	487	710	382
CCSAP	40	1190	9628	1529	1747	134	134	3830	81	553	63	314	97	354
CCSER1	10	869	3448	757	724	1	120	712	10	69	25	80	1	2
CCSER2	649	2094	18715	2966	3835	1325	92	4988	228	1112	204	490	355	281
CCT2	604	6506	61295	5241	16120	1740	603	16698	849	3654	749	1575	924	1098
CCT3	852	7105	50699	6131	19404	1763	408	16124	738	3562	1109	1348	1236	741
CCT4	608	4858	45829	4429	13862	1747	411	14088	775	2291	534	1926	1451	647
CCT5	445	4991	39348	3684	18313	1327	647	12616	206	3337	466	1084	876	529
CCT6A	311	4190	41030	3598	13145	1101	385	12880	602	1803	533	917	1093	696
CCT6B	5	1	327	167	357	44	0	3	0	18	0	1	0	0
CCT6P1	0	484	1946	218	681	1	58	427	12	61	0	51	49	122
CCT6P3	51	827	4813	1169	855	216	7	1491	36	178	46	198	73	123
CCT7	554	4855	57430	5224	18069	1145	436	17015	618	2610	724	1329	1650	641
CCT8	509	5576	42740	4538	13844	621	242	12158	543	2306	675	1059	803	761
CCT8L2	0	0	1	0	0	0	0	8	0	0	0	0	0	0
CCZ1	26	365	3118	691	492	56	78	1373	6	205	73	217	25	115
CCZ1B	1	160	3037	408	611	37	29	608	57	235	25	170	20	27
CD101	20	32	356	51	62	68	2	58	0	1	0	21	1	2
CD109	0	121	295	12	21	3	2	90	0	38	0	2	1	4
CD14	0	102	351	113	64	0	3	59	0	6	2	28	3213	888
CD151	357	523	6733	1187	2572	822	118	2568	39	521	150	251	141	73
CD160	3	123	1508	284	118	4	2	359	0	14	36	17	2	47
CD163	0	6	386	3	14	0	0	30	0	0	0	0	48	9
CD163L1	0	1	137	77	101	0	0	43	0	13	0	1	8	31
CD164	414	912	4986	442	2987	821	87	2124	41	684	79	192	1805	190
CD164L2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CD177	0	0	36	51	331	0	0	232	0	1	0	0	0	0
CD180	0	81	55	26	19	37	10	1	0	13	0	1	402	62
CD19	0	0	156	40	19	2	0	2	0	21	1	2	336	0
CD1A	0	1	3	3	0	0	0	0	0	0	0	0	0	1
CD1B	0	0	0	7	1	0	0	0	0	0	0	0	0	0
CD1C	0	0	5	13	1	0	0	0	0	2	0	0	0	0
CD1D	0	5	26	1	4	0	0	4	0	0	0	0	41	0
CD1E	0	0	11	1	0	0	0	19	0	0	0	0	0	4
CD2	0	4	3	0	1	0	0	0	0	0	0	0	0	0
CD200	52	3104	22744	3210	3239	66	202	4798	228	716	344	523	145	150
CD200R1	0	1	2	0	0	0	0	0	0	0	0	0	0	10
CD200R1L	0	0	0	0	0	0	0	3	0	0	0	0	0	0
CD207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD209	1	2	18	79	6	0	1	10	0	0	0	1	0	20
CD22	0	2	24	1	0	0	0	3	0	0	0	0	61	0
CD226	0	7	28	1	7	0	0	1	0	0	0	0	144	1
CD24	861	11562	119259	16275	13753	542	788	26851	1097	2110	984	3340	857	1610
CD244	0	0	5	0	1	0	0	0	0	0	0	0	55	0
CD247	0	31	303	89	136	0	0	205	0	0	0	11	1	1
CD248	0	1	238	112	263	0	0	191	5	34	0	1	1	0
CD27	22	49	36	23	0	0	0	2	0	0	0	0	1	1
CD27-AS1	3	1841	1231	577	501	7	271	590	3	74	119	126	18	103
CD274	0	2	10	3	4	1	0	1	0	1	0	0	280	1
CD276	26	704	9712	2167	2524	401	167	3733	331	341	70	449	608	360
CD28	1	1	19	65	7	1	0	8	0	1	0	2	116	9
CD2AP	29	285	2121	493	407	108	4	493	15	198	109	157	111	181
CD2BP2	274	1469	13507	1536	4638	952	94	4293	136	1188	106	359	397	304
CD300A	3	9	472	193	114	0	1	8	1	183	1	8	1130	107
CD300C	0	1	23	25	1	0	0	0	0	0	0	0	306	12
CD300E	0	0	35	1	1	0	0	0	0	0	0	0	0	0
CD300LB	0	1	2	1	0	0	0	1	0	0	0	0	29	0
CD300LD	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300LF	0	3	10	0	0	0	0	2	0	0	1	1	261	0
CD300LG	0	7	37	0	2	0	0	8	0	27	0	5	1	0
CD302	0	0	0	0	0	0	0	20	0	0	0	0	0	0
CD320	379	497	19080	1487	3264	218	120	4989	138	1769	130	469	75	308
CD33	0	2	210	14	2	1	0	3	0	2	0	2	525	24
CD34	0	12	463	228	143	3	1	109	1	73	0	3	0	0
CD36	0	39	654	150	86	1	1	85	1	3	0	6	2277	172
CD37	0	12	525	68	3	0	1	23	0	0	10	6	1336	604
CD38	0	0	4	3	0	1	0	1	0	0	0	0	77	0
CD3D	0	10	10	4	2	0	0	0	0	0	0	2	1	0
CD3E	0	0	1	3	0	0	0	0	0	0	0	0	1	0
CD3EAP	4	43	983	202	188	48	33	461	4	32	8	49	85	11
CD3G	0	12	14	4	14	0	1	3	0	1	0	2	0	3
CD4	2	4	248	32	4	1	0	3	0	4	2	1	1003	395
CD40	0	2	130	52	29	1	0	5	0	35	0	1	272	250
CD40LG	0	0	1	0	0	0	0	1	0	0	0	1	0	0
CD44	0	374	236	6	405	0	0	193	0	12	1	0	1	2
CD46	296	1833	11846	2540	2651	278	121	4456	188	505	429	647	683	163
CD47	328	1376	9354	2211	3888	921	142	4274	113	1204	189	650	433	272
CD48	1	2	5	11	1	1	0	0	0	0	0	0	14	1
CD5	0	3	2	0	0	0	0	21	0	1	0	1	1	0
CD52	0	15	65	48	31	0	1	6	0	0	2	4	377	1
CD53	17	35	1131	122	29	3	3	77	0	3	16	15	5579	1015
CD55	9	123	461	156	339	6	0	202	1	8	0	50	31	3
CD58	325	663	648	37	1526	524	75	788	0	84	1	126	133	91
CD59	435	3275	20160	2741	8463	1464	382	6542	23	2174	476	812	1455	732
CD5L	0	0	11	2	33	0	0	2	0	0	0	0	0	24
CD6	0	1	7	6	0	0	0	0	0	0	0	22	1	0
CD63	3029	6144	36411	4547	20335	6922	1001	15980	697	7992	1577	2365	6355	1591
CD68	11	197	1601	202	402	16	6	230	1	24	18	24	4106	774
CD69	3	6	25	45	3	1	2	54	0	3	1	1	285	228
CD7	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CD70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD72	0	0	156	1	38	0	1	71	0	5	1	1	150	1
CD74	43	108	1346	152	195	2	3	306	3	11	2	33	4751	1357
CD79A	0	2	225	0	0	0	0	0	19	0	0	0	648	0
CD79B	0	1	39	1	1	0	0	4	0	20	0	0	1366	0
CD80	0	0	12	0	0	0	0	0	0	0	1	0	0	0
CD81	743	1135	15345	2548	4614	931	155	6792	233	1129	128	862	2925	1018
CD81-AS1	0	0	3	0	33	0	0	0	0	0	0	0	0	0
CD82	2709	3344	7357	1303	6789	6876	81	3837	369	3118	659	796	894	246
CD83	37	220	2894	200	417	28	19	530	0	125	101	90	1119	660
CD84	2	23	764	141	73	5	1	45	2	12	0	8	2624	953
CD86	0	4	152	51	4	0	0	21	0	1	1	2	1055	288
CD8A	0	181	619	60	39	0	0	47	0	65	0	7	32	2
CD8B	0	5	107	6	0	0	0	16	0	2	0	0	0	0
CD9	2625	1569	2700	484	5810	4337	959	2707	4	3613	754	1011	660	37
CD93	0	92	112	84	24	0	0	127	1	34	2	26	2	55
CD96	1	61	355	158	48	0	1	175	0	11	0	53	4	4
CD99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD99L2	194	769	4642	1047	1593	250	91	2061	31	327	21	265	155	116
CD99P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDA	1	1	0	0	1	0	0	0	0	0	0	0	0	0
CDADC1	54	470	3363	461	1408	411	99	1273	8	230	11	55	206	21
CDAN1	25	269	2408	713	1237	71	1	709	27	166	69	147	121	19
CDC123	527	3355	24031	1885	8206	843	557	6573	218	2059	780	523	574	411
CDC14A	25	25	339	2	542	35	0	358	0	58	0	9	253	68
CDC14B	31	1116	1158	423	862	199	13	712	249	182	52	38	73	44
CDC14C	4	20	224	55	30	3	1	39	0	5	0	3	7	4
CDC16	478	1406	8776	2920	3069	226	141	4085	381	363	89	116	477	517
CDC20	0	27	3925	159	17726	447	731	4972	405	766	3	9	229	6
CDC20B	0	0	62	1	76	0	0	0	0	0	0	0	0	0
CDC23	18	319	1677	239	903	71	0	679	5	162	13	100	23	96
CDC25A	0	5	562	19	384	27	1	690	3	114	6	1	45	56
CDC25B	49	216	2222	231	3411	173	338	1542	19	775	40	334	174	94
CDC25C	1	1	671	7	2758	46	72	869	14	197	0	44	41	0
CDC26	74	1508	7381	1275	3497	591	119	3680	224	644	44	75	171	9
CDC27	151	1324	12239	1675	4165	463	91	3147	143	1010	447	423	185	429
CDC34	42	504	5396	1099	1319	282	43	2003	35	297	0	326	170	120
CDC37	689	5168	30887	4469	8410	1431	227	8299	566	1625	248	1273	1694	521
CDC37L1	20	707	6277	908	1408	91	10	1067	43	126	156	124	150	263
CDC37L1-AS1	260	32	1189	60	80	1	12	221	3	45	0	25	15	1
CDC40	187	1741	11730	1449	2432	314	227	3759	244	1395	455	915	449	230
CDC42	947	6551	77983	8835	10353	908	731	14493	368	2549	1248	2814	1547	1619
CDC42BPA	182	1694	11027	3959	1587	773	281	3474	292	774	63	696	21	389
CDC42BPB	64	670	5044	2370	943	53	85	1767	2	434	11	536	186	520
CDC42BPG	0	1	0	0	0	0	0	0	0	0	0	0	0	16
CDC42EP1	354	647	1225	140	1491	896	85	625	3	363	131	218	31	10
CDC42EP2	20	52	1815	119	842	1	0	326	0	35	0	31	20	4
CDC42EP3	8	1628	22693	3133	4398	354	207	4628	155	411	116	459	12	206
CDC42EP4	1033	1191	5010	1039	3856	1776	108	2662	75	419	147	327	49	251
CDC42EP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC42P3	0	0	83	26	0	0	0	11	0	0	0	72	0	0
CDC42SE1	100	562	4785	175	1342	322	103	1430	135	424	183	295	228	232
CDC42SE2	68	1317	8288	1903	2879	372	197	2156	319	611	75	376	176	289
CDC45	1	134	1000	58	2536	0	80	1241	3	344	84	143	0	1
CDC5L	234	4953	27666	3850	9586	1344	225	7285	468	1596	548	797	551	318
CDC6	27	68	1040	65	1747	1	137	993	50	119	164	114	26	10
CDC7	22	537	3740	438	1875	109	280	1873	177	386	163	79	115	105
CDC73	85	709	2939	1163	1278	318	2	1651	2	166	236	303	189	107
CDCA2	0	10	550	5	2107	56	85	924	0	1	0	1	76	12
CDCA3	2	65	2605	145	10652	171	268	2890	233	611	58	6	343	3
CDCA4	0	615	4587	371	5371	38	83	2532	63	817	3	123	60	151
CDCA5	1	34	1363	18	3478	48	120	2218	287	578	0	135	138	3
CDCA7	28	1487	2609	663	4114	427	230	3388	247	741	128	147	44	154
CDCA7L	167	474	342	173	1665	193	66	1232	497	358	5	250	0	2
CDCA8	1	28	1517	29	5872	142	156	1649	52	580	1	35	351	16
CDCP1	0	8	280	84	12	7	0	72	0	1	0	1	82	0
CDCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH1	0	1	104	36	187	0	0	55	0	1	0	2	0	1
CDH10	130	330	4822	1643	567	323	174	835	127	368	74	535	99	148
CDH11	118	692	3917	680	637	58	55	623	263	266	28	156	2	63
CDH12	2	63	1679	214	211	2	0	939	0	2	0	59	0	9
CDH13	214	247	4337	830	424	190	144	723	58	182	163	371	132	63
CDH15	0	0	2	0	55	0	0	193	0	0	0	0	0	0
CDH16	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CDH17	0	1	29	67	0	1	0	2	0	1	0	0	0	0
CDH18	0	123	741	37	11	0	0	204	1	73	0	74	1	1
CDH19	0	49	0	0	0	0	0	1	0	0	22	0	0	0
CDH2	409	4447	27695	4436	7434	917	584	10496	553	1719	420	1470	306	202
CDH20	35	23	238	0	352	92	0	109	0	225	0	40	0	0
CDH22	0	29	333	136	128	0	0	366	182	9	0	31	1	0
CDH23	2	105	689	108	1705	1	3	870	2	22	3	30	42	2
CDH24	0	12	1508	231	231	18	2	359	0	2	0	1	1	85
CDH26	0	1	22	0	53	0	0	46	0	1	0	0	0	0
CDH3	176	106	818	191	165	0	0	386	41	314	248	128	20	14
CDH4	525	891	17611	2272	3231	503	63	5076	228	608	62	459	444	55
CDH5	1	2	57	35	1	0	0	4	0	55	0	2	1	0
CDH6	2	149	3212	616	611	248	1	443	67	155	2	187	107	7
CDH7	0	34	2816	10	11	0	0	875	0	68	0	74	1	0
CDH8	33	12	816	1146	241	40	1	218	40	185	0	96	2	30
CDH9	0	18	73	1	68	14	0	1	0	2	6	21	0	0
CDHR1	66	112	919	114	538	0	68	523	2	148	60	38	33	9
CDHR2	0	44	1316	395	184	52	37	206	0	0	16	105	0	26
CDHR3	20	215	4125	241	353	86	33	1075	2	38	15	62	43	9
CDHR4	0	0	7	0	2	0	0	1	0	0	0	0	0	0
CDHR5	0	0	43	0	0	0	0	0	0	0	0	1	0	0
CDIP1	390	1137	8460	892	2304	565	166	3535	22	671	249	260	81	71
CDIPT	131	693	5835	1410	950	36	78	2507	261	379	273	396	195	146
CDIPT-AS1	0	0	82	2	3	0	0	2	0	0	0	0	9	0
CDK1	81	180	5722	224	18294	342	956	7103	249	2578	39	90	565	12
CDK10	120	1443	8899	1871	2663	124	119	2407	154	497	62	229	67	76
CDK11A	0	1	21	59	22	0	0	11	0	0	0	2	2	14
CDK11B	28	53	656	143	74	5	3	251	0	18	19	13	15	10
CDK12	35	581	6280	965	2944	141	0	1936	152	383	45	334	244	9
CDK13	54	596	5773	866	985	211	83	2548	131	238	28	336	424	65
CDK14	33	1403	3756	1481	1009	75	73	1807	357	270	25	243	33	19
CDK15	0	0	1	0	2	0	0	1	0	0	0	0	0	0
CDK16	445	1068	9645	1975	4039	415	200	4177	132	568	150	197	417	463
CDK17	186	1501	5085	1449	1503	655	175	2202	63	513	89	159	156	94
CDK18	0	2	404	41	126	0	0	135	0	1	0	3	19	77
CDK19	111	1773	11424	2318	2005	235	24	3072	3	731	59	196	511	84
CDK2	118	86	1515	22	1822	106	62	1305	30	132	100	76	80	7
CDK20	258	362	4453	764	521	198	2	656	4	333	3	152	2	120
CDK2AP1	226	2188	31544	2205	7026	867	265	10156	444	1934	269	821	654	423
CDK2AP2	588	1485	13259	1515	7388	1520	420	4327	114	1501	185	378	1211	45
CDK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK4	423	1230	18467	1397	9600	624	277	8797	627	2977	466	485	940	259
CDK5	247	2471	24742	1955	3665	458	140	4909	399	941	334	298	501	512
CDK5R1	273	4093	46223	7915	3654	670	329	12948	639	975	366	2188	395	915
CDK5R2	82	99	1456	425	47	90	1	196	18	73	6	43	137	16
CDK5RAP1	5	721	4807	884	2012	249	3	2118	104	303	78	187	138	45
CDK5RAP2	61	956	7794	1432	2974	302	91	3041	112	575	93	192	116	209
CDK5RAP3	381	2809	25285	4087	8073	976	351	7338	270	1409	212	669	895	400
CDK6	18	49	3785	221	2739	46	119	2812	30	125	41	165	15	76
CDK7	119	743	6646	705	1829	15	53	1611	191	263	81	79	87	65
CDK8	0	26	211	2	12	0	0	21	0	0	0	2	0	1
CDK9	61	461	3191	1402	554	158	2	1068	59	135	81	265	92	19
CDKAL1	47	853	5562	518	3489	74	70	2025	88	609	67	310	261	22
CDKL1	34	292	952	79	6	4	8	302	0	23	106	109	0	1
CDKL2	131	1188	5333	1206	1097	264	64	558	127	175	17	76	7	105
CDKL3	73	391	2911	438	669	5	8	880	5	207	137	68	15	30
CDKL4	0	0	76	1	85	0	0	0	0	2	0	0	0	0
CDKL5	104	603	4056	901	638	97	27	916	68	87	104	199	0	1
