Gene symbol	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
HIF1AN	8.132134	9.780731	6.698165	5.120133	3.3787785	5.895017	2.7556805	9.2707	8.2581	7.71652	7.93248	8.97374
CTDSP1	15.5146625	2.6164745	22.791679	21.6013015	23.2624105	41.2113795	37.80387	28.5498	28.1988	22.2735	25.3365	28.9314
COMMD1	9.850433	17.724669	27.195558	26.098402	33.255658	27.172461	65.882907	118.04	98.8417	79.4204	90.0476	113.085
DDX3Y	23.899423	6.7075725	8.029856	8.754136	3.097906	1.659388	17.8142835	0	0	0	0	8.4786
OGT	60.888655	47.7783285	39.530372	20.967164	5.263919	5.8919605	15.4575315	17.7213	12.8844	12.9405	13.6789	15.954
ADK	36.5024335	12.5880115	29.4049145	23.3149425	22.3553145	3.7553615	11.23136	59.3646	41.9244	43.6937	40.4667	48.1953
TUBA1A	268.661086	1733.561291	826.570282	1832.922747	1015.125759	175.387094	600.5974035	1021.28	809.497	783.626	760.73	946.04
UBTD2	12.625524	12.4310385	10.307102	6.3523035	1.765599	2.1524665	10.699205	17.8548	15.3643	12.9909	12.7771	15.8698
INTS12	3.7248525	1.926303	4.752626	2.6273705	1.2798305	5.950927	6.5409345	9.22496	6.96253	6.48508	6.8381	7.85976
MBTPS1	17.496687	14.9622525	25.5484675	20.6500285	10.731857	21.5764325	24.272154	58.6967	56.0382	43.8685	50.5187	56.4954
CKLF	7.011179	2.049622	6.3576515	3.1895545	2.0505645	11.8369	15.662061	12.1279	11.726	7.86756	11.1457	12.4845
NOL6	9.8760945	18.5551795	16.8404075	11.880261	4.3258845	8.7871485	3.930004	16.6557	17.4641	15.2553	15.4211	19.9107
GNL2	23.8995405	19.8801245	18.20766	13.3015005	4.0614525	9.7737285	12.911405	34.6797	29.9954	23.8919	29.0586	31.2124
HAUS2	5.1096575	3.448669	7.193692	7.1113185	4.1018925	1.2209365	8.1766085	18.395	16.3348	13.2505	14.9007	17.044
ANGEL1	6.493613	1.834683	4.62973	2.748917	1.6244035	3.7851335	2.702331	5.0743	5.33406	4.28156	5.05798	7.30182
USF1	10.170616	20.8425465	27.169156	22.356688	22.8157295	22.010246	10.9318375	20.7224	20.9105	15.5258	18.079	19.5042
ZSCAN21	4.3490225	5.660571	6.1981455	3.2209425	2.258542	1.673959	5.2968155	19.8102	17.9033	14.1944	16.9776	17.8789
CLIC4	39.8698615	13.300596	15.1058425	81.3665165	128.629834	65.433611	114.0132285	130.057	99.4492	90.1686	95.2321	117.862
ARHGDIA	39.7709485	69.1903975	97.272357	165.3915405	191.037974	373.740468	122.3239925	289.11	283.526	230.728	252.763	294.521
CDC14A	6.8989635	1.302355	5.4747275	1.161619	0.2659735	1.55447	4.371366	3.25325	2.60851	2.21344	2.50505	2.54137
KLF13	12.0183995	24.6161195	11.003346	30.2585465	23.549909	11.689182	16.8511915	12.3688	10.3021	9.13325	8.30119	10.1384
CCDC85A	3.726204	8.04235	2.0784065	0.3332435	0.399995	0.1341975	16.630315	3.29433	3.52978	2.6656	2.81337	3.12308
SETX	5.98151	5.038765	3.8270195	2.8946165	1.1349355	0.617877	8.554799	7.72306	7.68464	6.6443	7.04411	8.05786
ATXN2L	62.8212545	52.381839	35.843258	35.8904365	16.497937	30.2078215	19.9193825	52.6723	49.0407	43.4065	46.1688	55.1331
PSMD12	18.752204	20.802897	22.2957695	20.852087	11.76528	13.440763	22.415865	94.2844	75.2455	62.5649	73.1386	80.7759
EEF1E1	8.2290495	18.2524735	15.964873	17.309587	10.6579285	7.5286965	9.8064775	57.4053	54.0845	42.75	45.7986	58.5901
RAD54L2	5.052023	4.918473	3.4552155	4.2655705	1.3196715	2.255009	3.390936	6.68691	6.10065	5.77246	5.56733	6.97917
TNRC6C	5.5077075	12.835114	4.8927935	2.9448775	0.715235	1.9858005	1.746683	8.80943	8.73245	8.11058	7.66618	9.53899
ZDHHC6	9.318364	4.1013295	12.4242505	7.723822	5.442001	4.1794295	9.743645	29.6606	24.3189	22.3866	22.6564	28.5912
KDM6B	21.224737	16.594101	10.084808	12.1880695	2.887898	58.365745	16.647518	9.85033	10.207	8.3775	7.82172	9.27532
CHL1	19.7712755	50.58276	38.169687	5.7578615	0.289058	0.104	0.2372005	58.4063	60.4234	49.6617	52.128	54.4221
LIMD2	3.2250965	7.139024	10.6417005	2.8319355	3.4709755	122.844765	11.6148065	11.7027	12.5101	10.4206	10.5068	12.4005
TATDN2	10.445389	9.258883	11.312754	8.5931515	7.4228755	56.1312175	20.994417	16.0934	15.6685	14.5768	14.0276	17.6502
CC2D2A	11.497057	1.371457	8.368934	2.3739095	0.3703225	0.331883	1.531139	7.70038	5.89325	5.67357	5.69733	6.26606
MKS1	5.6216515	1.1993155	3.146465	3.0593605	1.4733905	1.623535	1.102756	3.65247	3.30685	2.772	3.13203	3.85084
DGCR2	27.082188	34.041072	44.477357	33.1022715	17.678968	23.5429065	18.939522	45.4699	44.1849	36.8476	39.6453	46.4469
FDXR	11.147505	5.716476	9.785032	5.078247	4.913355	4.274624	1.239568	11.6944	12.0518	8.84958	9.56702	11.2214
PDCD2L	4.346139	6.561564	8.8812395	7.8021955	6.3631045	18.159812	8.001633	17.7345	15.5903	12.5149	14.5144	16.6325
CDKL5	0.564569	3.788719	3.0728055	1.217364	0.702811	0.1	1.0790765	2.32171	1.2745	1.86385	1.97316	2.9013
DBR1	4.8029175	4.688604	6.7260975	4.7155765	1.697389	1.8959505	3.116553	12.6504	9.72089	8.6043	9.97398	11.294
RPL23	0.6805735	2.5996565	2.592493	1.8583865	1.8307845	2.769753	10.4343475	90.8897	95.275	59.7532	79.176	88.5732
MED17	8.1886935	4.24882	8.1220835	6.475984	2.655631	7.624413	5.400564	15.0258	13.6364	11.5796	12.3507	14.2846
MED6	8.933419	7.7451665	10.4788585	6.903499	4.39822	3.736564	12.6605445	27.051	21.993	18.7549	18.1052	22.3015
PHF7	1.471349	1.197201	2.4093805	1.380523	1.2072765	1.787972	6.163745	3.28039	4.22346	2.67701	3.18011	3.82829
SF3B2	27.7779195	53.406061	57.0025795	43.230586	31.1278775	46.1869385	34.890305	132.201	117.91	95.952	105.756	117.182
PRKCB	4.493804	18.423891	35.8087745	17.290529	5.2419375	7.2472705	3.766216	38.526	35.7992	32.873	31.6872	37.6917
DEPDC7	1.158246	0.351016	0.4515195	0.275573	0.5848795	3.785779	0.3970545	3.80782	2.82309	2.65175	2.93584	2.78029
MRPL35	2.63686	3.561995	4.1598065	3.444918	3.5915485	1.6230035	2.891261	9.32876	6.19063	6.17676	6.94336	7.59515
SAP30	13.0950065	4.6817575	12.4390825	5.6163875	1.450473	49.303133	5.4614205	31.8516	29.2918	19.3854	19.7402	31.79
KATNB1	5.239928	10.8041925	10.139716	7.447437	4.605807	3.298698	5.8480445	10.1584	10.283	7.61746	9.37469	10.262
PANK4	7.712826	11.2743135	10.2184155	7.052275	1.938314	15.2733455	8.2294945	16.0623	13.0286	12.2735	11.6173	13.7399
PAPD7	8.2840465	11.609683	10.9964835	12.231072	3.3538295	7.05898	4.633719	13.4262	11.6074	10.7558	10.8102	12.9436
FAM181B	51.643283	6.747058	28.3608525	11.293179	3.050525	0.55151	4.2020415	128.096	129.196	96.6259	107.214	128.947
BHLHB9	15.036945	22.039446	26.6611545	12.1049195	1.021708	1.822522	12.888822	46.1627	36.9177	33.7951	35.1109	37.4879
TMEM14C	21.086009	17.8732425	33.7876355	42.4737885	40.6808965	44.6117745	94.383398	115.939	97.0988	79.907	98.663	113.106
MRPS11	6.3772025	12.469878	18.002222	13.9006735	10.7371175	19.0049165	23.97031	34.2021	34.8665	25.8104	29.9303	35.2295
CEP170	9.035616	22.272676	11.8713655	10.301915	3.661027	3.3461	7.864703	21.4935	16.9118	16.6372	14.9556	17.2902
CEP120	6.322612	9.7135265	5.626341	9.4698435	7.0751695	2.903556	9.1757115	9.16537	8.00889	7.75355	7.49142	8.3069
POFUT1	6.162232	4.1649285	8.2869125	6.7889485	2.7359605	6.5619605	7.054799	10.8293	10.1807	8.61484	9.48769	11.3793
CSPP1	15.7742275	5.5212675	3.7358375	1.780544	0.301241	0.5964405	2.4585105	6.9385	4.62367	4.03848	5.19688	5.19635
CSNK1E	20.9514195	51.6832865	31.856609	18.121199	9.588399	73.949362	17.3884395	41.4676	40.5994	32.4959	34.2353	41.2489
RAB13	7.5872345	2.358195	3.939264	1.7417085	2.6550455	0.677337	16.5511485	23.294	22.422	16.1403	19.1866	18.199
CEP97	4.1730195	2.478	3.6024565	3.829461	2.322753	0.335389	2.4999435	3.7823	2.75641	2.70993	2.46403	2.53257
MRPS22	8.3495925	7.4173235	8.683827	5.202678	3.480226	1.924178	3.2346345	52.6341	43.6619	35.7667	36.7635	40.8568
NIF3L1	4.573187	4.9443145	9.5404605	8.507126	5.498257	1.687194	5.3716855	20.0958	15.8828	13.884	16.8052	20.4644
PIK3R2	18.1145185	33.688826	49.8058915	37.8371745	16.4135725	25.875567	2.782201	46.528	48.6059	35.9104	40.9591	43.9941
FBXL14	3.595039	4.084134	6.5697375	3.777912	2.55646	4.7268335	4.9347835	9.9461	9.14511	7.48348	8.29405	9.71804
GMEB2	10.506882	9.9985125	8.455738	8.4507895	2.0168545	10.361509	8.2632505	6.71931	6.32996	5.25685	6.07593	7.11261
PCDH11X	2.025217	10.4610485	10.207615	3.863758	0.8248795	0.1	0.1	1.45424	1.24004	1.49274	1.2272	1.80194
KPNA4	18.0029035	15.034851	19.6346515	13.140893	3.717411	7.2192045	23.169408	26.7446	20.0817	19.8286	18.5174	21.7165
FAN1	4.3293425	1.1638695	1.813618	2.983591	2.8187515	0.617182	1.3189315	2.57407	2.21551	1.95476	2.03259	2.50964
TRIM44	31.510709	36.662951	23.800083	17.704977	10.179873	6.271484	14.1081315	50.304	42.6893	41.237	40.0425	45.1775
PITPNB	14.1654185	19.6558795	20.233181	17.3149345	11.4946755	10.035473	25.4214045	53.9132	45.051	40.4284	39.3228	45.9621
RHOBTB2	9.812897	6.5256265	10.986484	3.7282235	2.2283055	2.5087665	2.157667	11.3273	11.5851	8.80221	11.103	11.657
TLK1	12.8829375	10.562378	12.465807	8.2845605	3.0199625	3.205496	13.858909	25.7923	20.3828	18.5762	19.6178	21.5078
UBFD1	9.3575075	23.6625175	9.434766	7.133975	2.0010175	4.696811	6.30942	14.7816	15.7846	12.5553	13.4785	14.5477
SHC3	16.0044965	3.312354	11.8317385	2.3380315	0.848974	0.4652475	2.790888	19.2586	21.1645	18.4419	18.1808	19.5658
ANKRD11	17.3010395	11.8017385	24.742477	12.1906485	5.539852	4.7396415	8.3625565	22.6787	24.2425	21.1947	21.3526	25.8583
CCDC85B	6.356639	9.2837965	11.931856	5.900311	4.888931	13.847459	23.598474	11.4547	14.2092	9.45516	10.8282	12.8123
PCID2	7.4736655	6.632453	7.785708	6.308834	3.9097065	6.9089825	4.4385395	19.0238	14.4633	12.8771	13.6305	16.6941
GFRA4	0.1	5.6923505	2.519201	1.277341	1.504924	0.9940935	0.160341	1.58998	1.87348	1.35474	1.23123	2.30927
PKN2	10.5677175	4.5300155	8.0907375	4.465462	1.290446	1.3564445	17.41867	18.5081	12.9452	12.7254	13.0186	14.6016
DSC2	0.1953035	0.257708	0.3055105	0.1	0.1	0.1	0.1	1.68246	2.12361	1.21751	1.69113	1.97437
PSPC1	13.6759565	17.977215	22.243928	16.885874	5.2044755	5.6269445	11.5240565	44.4328	36.4681	30.1913	33.0083	40.8924
TRMT112	4.446622	7.342337	10.008578	6.8805585	6.4941905	13.941381	7.9933055	24.2372	25.0458	17.7028	22.5789	24.3591
EYA3	4.7452065	4.1435105	3.2359465	2.122613	1.2228645	3.593144	3.5977975	12.0007	9.60366	9.40824	9.28996	11.5023
RCE1	13.0728625	11.028392	14.071715	11.7070005	10.0592515	15.640887	24.0841375	18.0305	17.2259	14.0666	14.8078	17.1075
MRPL9	13.8081135	15.4519695	23.2364425	21.2655345	13.9407085	10.8446805	18.158005	53.5563	50.6727	39.5527	46.8877	56.0515
MRPS12	9.595325	15.1034915	21.6977635	27.639361	22.750473	13.899408	9.704249	48.6408	50.0938	35.901	37.8932	51.5241
APPBP2	16.1614565	16.0954465	17.346738	17.7760205	9.900049	5.147045	16.749099	37.8738	30.8713	31.5508	31.1735	36.9056
ASTN1	54.981529	37.879887	47.531025	20.184185	1.8094855	0.504793	0.2007365	30.7413	33.3406	33.8195	30.5082	58.5496
ARL6IP1	84.4693745	102.9493495	228.1872925	133.1774985	119.356853	89.3882535	95.373676	242.72	173.26	169.313	189.022	220.198
KLHL13	7.9832115	12.303021	36.2999455	8.1930355	3.351004	0.5573365	6.484068	49.6413	45.3502	38.1477	41.0276	46.2201
PAQR6	22.3171365	1.1530825	0.6422085	0.181122	0.67894	0.1527845	0.1	0.303239	1.0505	0.457392	0.486086	0.259877
UBE4B	12.1545455	20.473915	11.9772605	11.845879	5.9806155	5.9515535	11.7348725	31.163	27.7716	24.3922	26.2946	28.1025
GDF9	0.5734065	0.178818	0.497282	0.2457085	0.499287	0.634702	0.4233465	0.809445	1.29163	0.605154	0.841222	1.03731
PPIL3	8.1408705	8.674655	10.449479	8.211164	8.055594	3.944048	9.8433235	23.8732	26.7144	22.6668	21.5213	25.103
RPL35	0.3485705	0.634106	0.460978	1.0336545	0.436855	2.1494005	4.2498645	228.599	241.004	167.093	180.211	179.567
FCF1	1.3578365	1.2874915	1.3922945	1.431438	1.3462575	1.699583	2.9535475	16.3352	14.1617	10.295	13.9734	14.4055
STUB1	27.8598875	49.1033995	30.0390575	20.749208	23.020358	29.3055675	26.3480365	91.2697	94.3712	68.5095	76.2445	87.8558
GALNT7	4.2592545	2.9801605	4.421635	1.9268745	1.3914875	2.2344485	5.5412695	16.163	12.5672	11.8016	12.4956	14.1799
SLC38A2	40.683854	104.9656785	73.80713	69.52551	38.540683	35.1317115	297.9848845	39.1502	30.8279	29.1873	27.7283	35.7561
FKBP11	1.8899005	3.921941	1.4907145	0.760382	0.2087855	0.742456	2.2414575	11.0951	15.3527	7.15477	12.1434	10.7293
RSAD2	0.4372905	0.3779875	2.332613	0.1589865	0.1883925	0.142308	1.1048645	0.810699	1.62974	1.16251	0.762527	0.432634
TGFBR1	9.799629	4.3296625	22.6697525	9.2644885	2.0579165	77.490356	8.2973595	10.6099	7.9183	7.91685	7.58156	8.35512
FXR1	31.4364195	22.4845425	25.2562995	33.200123	18.454762	7.044926	45.870159	79.5773	58.4777	52.3175	58.4053	63.3222
LRRCC1	8.158536	2.983707	5.736615	2.0899465	0.3939795	0.3349715	5.9579215	5.30452	3.49411	3.6226	3.54124	4.51118
TAF2	9.7319295	7.149045	9.175166	6.9510605	2.3108335	1.559255	9.059378	19.0848	16.6775	15.0456	14.9345	18.2521
ZCCHC11	9.2719305	8.2359625	7.217147	4.0213785	0.679783	1.110122	10.189779	8.85386	6.54995	6.07684	6.8385	7.4895
SAC3D1	3.2760885	6.867984	6.450492	4.7838455	5.2524815	6.4388525	7.2712085	22.4318	26.7473	19.5043	20.9822	25.2489
SBF2	12.254445	10.395327	22.1779685	12.6908555	4.419829	6.2024515	15.000738	33.1014	29.0072	28.0805	24.9309	34.8667
ATXN1L	6.405162	11.1017865	7.292414	9.884526	6.337616	3.1902755	8.2896035	10.3446	8.77778	8.73967	8.54386	10.0703
TM7SF2	91.4931595	17.6256375	12.371241	38.0441955	41.498166	3.8348495	8.6072685	33.2175	24.7389	23.4553	23.352	32.875
ARMC8	13.2482585	13.2318975	11.2258965	5.3311235	1.7751245	3.0558515	7.6585365	13.3373	11.0221	10.1444	10.1584	11.5223
CREBBP	8.611299	9.739406	6.574282	4.8591475	0.8594135	2.0325075	4.0643755	5.99365	6.82771	6.3595	5.83805	6.34848
FEM1B	9.292305	35.115538	15.451363	17.2272075	8.1366915	9.692421	12.560314	23.4945	20.6859	20.0573	18.2866	22.4113
RABL3	5.203341	2.0620235	3.0360025	2.838844	2.481354	1.199605	3.207727	8.86771	6.48235	5.92771	6.21632	6.88282
OXA1L	16.5915215	19.051189	20.6829815	13.5306605	10.3132485	24.5414915	19.3972685	31.1865	31.4479	25.8864	27.4799	32.3617
MRPS2	4.6838875	3.605986	5.558043	4.4523895	3.4468805	5.4567945	2.4390685	34.5222	27.6058	23.5052	26.2201	30.1497
BCL7C	3.903424	7.2056515	10.397926	6.515541	6.6591545	8.065885	14.689094	32.4435	41.543	26.3957	26.8986	32.4918
FEM1A	3.807326	7.833031	8.590466	5.326183	4.5653415	8.1320735	4.1412605	11.6971	11.3038	10.0328	11.0084	12.4459
KCTD6	15.1209225	16.1273345	7.7756105	4.2136595	1.8294355	16.8700655	4.659314	9.85354	8.49249	7.12061	7.37504	7.01074
CUTC	2.0475705	1.082544	2.4155145	0.9956065	0.5930875	0.9444015	5.000306	8.83207	7.74264	6.40221	6.32234	8.20141
MSTO1	6.0634685	10.3035345	10.0639265	7.215021	5.317894	5.059237	9.711689	37.3635	34.6798	25.8248	32.5557	33.9602
BBS7	6.281952	3.3994445	5.699472	3.07795	1.0462615	0.3751715	1.8389505	13.0658	9.43148	8.62349	9.97195	10.2848
ANXA6	42.0599025	17.623805	48.06852	18.5116095	4.403369	35.2248995	135.234908	91.0163	97.3737	62.8249	82.7857	76.2281
CRYBB3	0.223205	0.4877825	0.3257095	0.1	0.191771	0.2938385	2.449316	0.954161	1.681	1.50015	1.07975	2.0117
PSMD13	20.777119	33.1096495	46.8838505	41.7467965	37.145369	34.1548305	58.5017625	113.499	94.7355	84.0409	88.9172	110.114
ZFYVE19	4.439793	4.57614	6.595528	6.287601	6.8654935	10.024137	5.460099	8.775	7.96945	6.94523	7.40562	8.79919
MRPL46	6.135653	8.717982	11.7820535	8.4708505	5.6732565	6.0685765	9.864277	33.9496	31.407	22.3718	27.9662	34.5906
LSM5	1.557104	2.5739045	4.6060225	2.802687	2.6305595	1.896265	6.537455	7.23949	10.5091	4.96169	5.2057	9.65156
IRF3	12.708834	5.224512	10.290053	8.964535	8.5571095	16.2809335	15.503844	19.8117	17.3996	14.3636	16.3513	17.2756
RPS20	35.5275865	68.9071415	85.6149595	78.1739455	119.2148595	284.528051	456.239008	266.231	317.817	214.423	240.525	271.755
FAM122B	1.467068	1.1461125	8.594868	7.0679175	4.6754665	0.564609	0.659672	5.94793	3.79056	4.26225	4.10065	4.8477
SSBP4	17.796468	35.0374335	34.3139605	9.751082	8.391775	103.4809345	96.213464	96.3971	128.394	79	103.071	95.5677
MED23	10.972628	7.9950135	7.767537	4.3063435	1.2256575	2.642474	4.0027065	7.75305	6.72179	6.81316	6.29787	7.65074
TMEM11	13.089442	17.338066	14.353941	13.322295	8.092001	27.093568	30.133107	37.7409	36.0666	27.1081	31.2842	35.5519
MAGED1	66.0505435	207.1512345	215.9059795	138.948395	37.281568	52.89496	58.5377285	442.617	448.733	352.471	407.38	502.477
ABHD10	9.2022915	6.5392805	5.269274	3.522916	1.734474	2.183259	3.783119	15.0115	15.4209	11.5623	16.3232	16.4998
CTBP1	35.74123	66.0102745	69.6910575	92.840532	76.421632	53.95618	47.842218	113.791	112.15	92.593	97.6445	118.679
DYNLL1	18.60471	40.184963	50.1027485	90.415215	57.40382	13.204123	75.4943695	111.57	100.786	84.3313	91.2138	106.883
TMEM79	0.323116	0.465572	0.5733175	0.3712135	0.272006	1.501324	1.4848905	0.91657	1.28716	0.854757	1.07628	1.00724
PSMC5	28.4934385	41.9484345	40.8535645	41.422772	33.438856	42.2516515	40.84915	133.819	137.149	113.841	124.995	146.357
VPS13A	4.1278625	2.3336155	3.524444	1.7986405	0.343971	0.3081055	3.4554985	3.54753	2.88729	2.99483	3.05958	3.60998
CCDC130	3.0240985	2.130227	3.1785515	2.818068	2.5335415	2.941281	2.3577135	6.29485	7.14233	5.48973	5.11067	5.81325
SLC39A10	14.0236375	15.80636	18.252221	6.784926	1.314992	4.6487235	221.4371405	27.8878	19.3816	19.9118	19.4363	22.0548
BRMS1L	15.078826	13.5423555	15.914651	9.6515245	5.2458205	1.225517	10.115184	22.8765	18.1038	16.5441	16.9913	18.7706
EIF4G3	63.606395	21.6924605	29.753378	19.4640945	6.5461535	10.1699395	16.952718	42.9942	43.9047	36.6786	40.5353	37.9974
SARNP	1.5382195	1.9791185	2.404882	1.430869	1.113982	0.486494	2.982236	7.67363	5.5293	4.48399	4.5008	4.52619
GTF2F1	16.5030935	16.878403	19.1060095	21.5085925	16.903843	16.4157995	15.7434835	54.7252	54.8634	43.1359	47.4092	49.848
NSA2	2.9340005	4.182337	4.391557	3.7637855	3.886514	5.5010925	13.294	22.3914	18.4879	16.1522	16.71	18.9752
RWDD2B	1.6407815	2.5479855	2.1856225	3.84542	3.493983	1.0831195	2.1741145	5.81163	4.94694	4.09419	5.28124	4.81013
TSEN2	4.142836	3.938302	5.523	3.30662	2.4906675	2.708447	2.3764745	12.0466	12.3764	7.97042	11.2963	12.5474
N4BP1	3.9923335	8.486654	4.293346	1.8524015	0.8162995	6.856466	10.011219	13.139	13.3045	10.7758	12.4709	14.3318
ACTG1	449.792916	520.9210845	444.880504	432.2117315	241.0030315	1129.004513	764.674044	966.495	985.894	807.077	839.605	953.195
CNOT2	18.805055	13.8056875	19.0496545	10.0611215	2.402579	10.1648755	17.7822625	31.9986	24.7933	22.6375	23.7827	26.5807
AP3M1	12.9051675	4.6177585	12.222365	15.3675355	10.201049	2.161557	5.6925305	23.3072	17.4922	17.3988	15.8262	17.6449
COPS6	22.4887465	43.2267135	55.008517	55.49093	54.5274925	43.2723255	70.3009165	142.376	134.699	110.331	124.075	146.685
HSP90AA1	51.0046225	65.4111395	66.9535785	54.71644	37.837112	30.4451	49.0493095	158.063	129.86	107.848	122.641	143.064
CDC5L	5.0027825	4.1608105	7.63955	4.0789775	2.30265	3.2246045	6.022831	21.8872	19.2018	16.8594	17.5038	19.3022
DMD	8.2653615	1.119231	4.0188725	1.2891655	0.1214405	0.1	0.6380175	7.66526	7.21031	5.49684	7.02587	4.70932
BRWD1	15.427275	21.3665675	19.465002	20.0309615	9.6599	5.9228525	10.291279	17.1735	14.3468	13.5109	12.3137	17.3002
SNRPD2	13.2970875	27.0183115	44.6697115	35.7092065	31.072838	25.681213	48.6659795	133.192	142.872	103.879	114.014	130.549
TPST1	11.3896375	12.0692385	17.6532635	26.5866065	30.0876545	3.863632	26.154567	21.4576	22.139	17.3379	18.6502	21.0791
BAZ2B	10.7294875	4.544765	3.0988395	4.8977985	1.453305	1.318604	7.814348	3.66178	2.8667	2.84411	2.72745	2.86491
ABL1	10.009811	8.2628095	13.5019545	32.814843	25.9475755	38.245135	15.608517	19.4436	20.4363	16.1718	17.5352	17.9194
AKT1	29.1167415	55.868408	58.234034	40.357517	21.5107485	109.7194925	64.553515	129.67	128.231	104.208	117.291	125.938
RABGGTB	36.330821	37.020659	24.3373325	26.3555965	12.2055615	14.201802	31.0779845	63.9203	50.1566	43.7033	49.3869	57.9609
ZDHHC7	7.90371	6.839482	11.954748	23.3463235	8.6718345	16.898064	11.3340315	13.8111	13.0002	12.1391	11.709	13.358
MAP3K11	3.719259	3.4337685	3.970662	11.648169	14.441879	50.0505535	46.628059	12.9162	14.0661	10.1623	11.7435	11.4074
DOCK7	15.9514075	10.6595365	1.527516	0.2415835	0.1996125	1.793746	0.580576	32.4881	29.442	25.9201	27.7445	30.8844
TUBGCP4	7.166948	4.4032135	9.6841245	8.1046045	4.2079945	2.496535	4.575357	9.17179	7.34288	7.18529	8.1739	9.41019
NEDD4	108.2844815	84.721871	82.7788655	73.490534	32.5965825	1.290712	138.423296	262.122	221.282	206.052	218.42	233.49
DRG1	14.629952	22.651223	27.9101015	23.9913315	22.0983825	27.6096865	37.557778	65.9121	62.5606	48.4479	56.3134	68.4909
CNNM3	10.696851	10.9558835	7.4225355	4.599417	2.6044885	3.2425175	1.9794675	8.14377	7.9372	6.73851	7.4719	7.82979
TOP2B	27.640319	25.5591735	27.584186	17.814909	3.2851735	2.2427445	25.397343	57.6564	50.2189	43.5316	42.8395	45.8318
LRRC56	1.379838	0.8429585	1.151272	1.088858	1.4762705	1.135094	0.7642105	1.69739	2.13744	1.5355	1.96172	2.26006
INTU	2.836978	1.017665	1.167621	0.610699	0.3006375	0.212413	0.1316195	1.52587	1.33559	1.21053	1.31835	1.45893
OLFM2	3.641357	50.62499	167.79232	28.002619	2.052048	1.2936535	0.40584	192.337	250.883	209.25	194.542	241.162
DCTN5	16.343367	20.267827	29.0227745	31.12561	33.7753905	31.1571355	19.927352	48.594	41.7726	37.7017	39.8153	47.5883
SMCR8	5.923703	4.6167385	5.1350585	4.199412	1.819904	14.776083	7.5566045	6.80348	5.85932	6.04158	5.78241	6.50706
RBM5	50.9650615	31.8115015	31.2676365	21.729245	6.742551	20.2434685	21.760817	32.8538	31.633	27.0672	28.6471	31.5169
TNPO1	12.39841	15.8247635	27.637014	12.0738645	2.0549375	3.8982225	14.5875035	32.0169	21.7613	23.4537	22.6302	27.7349
MRPL47	3.978037	3.779042	5.130507	3.571897	2.4628045	1.598833	3.2752955	26.9781	24.4257	18.3744	22.538	23.1958
PCBP1	65.2103515	73.420759	91.139353	95.917788	67.546869	155.2832215	123.115277	262.361	239.938	189.665	198.355	219.065
TRIM67	0.131764	11.7803515	5.925286	1.048132	0.1	0.1980735	0.1	1.29846	1.52876	1.60127	1.31985	1.41296
MAPKBP1	7.5143605	9.939952	5.1210965	3.019126	1.297264	1.720989	11.6990855	7.10772	7.09926	6.46528	6.72023	6.60773
PANK3	18.4151115	14.431487	19.3233835	30.3323945	10.3306015	2.85292	16.4848875	40.8298	27.438	29.0728	27.6694	31.6247
DIP2B	8.784002	5.506756	5.386356	16.9116305	10.0236045	17.368369	4.8983685	13.3008	13.4177	12.713	10.0464	12.9499
ZFP1	3.3994725	3.6841675	2.9879305	2.1906455	0.8067685	1.5598055	3.155587	7.5293	6.08679	4.91414	5.55676	6.39778
MAP3K4	5.2968775	5.1968105	6.0255935	4.5177295	2.0858675	3.87085	4.060915	12.0769	11.3373	10.2585	10.1533	12.2762
